Customer,Time of arrival,Number of people at arrival,Number of people currently in queue at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
3840,38125.9,2,0,68,5,38126.4,38132.1,0.496094,
3841,38130.6,2,0,69,5,38132.1,38133.8,1.44531,
3842,38132.8,2,0,69,5,38133.8,38134.8,1.01172,
3843,38139.9,1,0,69,5,38139.9,38139.9,0,
3844,38142.3,1,0,70,5,38142.3,38143.2,0,
3845,38146.6,1,0,70,5,38146.6,38149.4,0,
3846,38156.4,1,0,71,5,38156.4,38167.4,0,
3847,38164.6,2,0,72,5,38167.4,38177.6,2.83984,
3848,38169,2,0,72,5,38177.6,38179.9,8.54297,
3849,38176.6,3,1,73,5,38179.9,38181.9,3.27734,
3850,38185.4,1,0,74,5,38185.4,38189.4,0,
3851,38205.8,1,0,76,5,38205.8,38211.2,0,
3852,38208.7,2,0,76,5,38211.2,38211.3,2.55859,
3853,38211.3,1,0,77,5,38211.3,38218.4,0,
3854,38217.8,2,0,77,5,38218.4,38230,0.550781,
3855,38221.9,2,0,78,5,38230,38234.3,8.16016,
3856,38228.9,3,1,78,5,38234.3,38240.4,5.42188,
3857,38241.2,1,0,80,5,38241.2,38270.7,0,
3858,38242.1,2,0,80,5,38270.7,38272.6,28.6055,
3859,38263.3,3,1,82,5,38272.6,38272.7,9.24609,
3860,38345.9,1,0,90,5,38345.9,38348,0,
3861,38359.2,1,0,91,5,38359.2,38364.6,0,
3862,38361.8,2,0,92,5,38364.6,38364.7,2.73828,
3863,38365.3,1,0,92,5,38365.3,38365.8,0,
3864,38382.5,1,0,94,5,38382.5,38387.2,0,
3865,38388.8,1,0,94,5,38388.8,38389.6,0,
3866,38390.5,1,0,95,5,38390.5,38392.6,0,
3867,38407.7,1,0,96,5,38407.7,38410.4,0,
3868,38416.2,1,0,97,5,38416.2,38425.1,0,
3869,38418,2,0,97,5,38425.1,38435.3,7.08984,
3870,38418.5,3,1,97,5,38435.3,38436.8,16.7734,
3871,38420.3,4,2,98,5,38436.8,38446.8,16.4766,
3872,38421,5,3,98,5,38446.8,38447.6,25.8477,
3873,38429.1,5,3,98,5,38447.6,38457.6,18.4688,
3874,38439.5,4,2,99,5,38457.6,38466.5,18.1016,
3875,38452.9,3,1,101,5,38466.5,38469.4,13.5977,
3876,38453.3,4,2,101,5,38469.4,38469.8,16.1055,
3877,38455.2,5,3,101,5,38469.8,38479.3,14.6094,
3878,38457.6,6,4,101,5,38479.3,38490.4,21.7812,
3879,38472.6,3,1,103,5,38490.4,38492.6,17.7852,
3880,38480.6,3,1,104,5,38492.6,38502.8,12.0039,
3881,38486.8,4,2,104,5,38502.8,38508.8,16.0352,
3882,38486.9,5,3,104,5,38508.8,38509.9,21.9141,
3883,38487.4,6,4,104,5,38509.9,38528.1,22.5078,
3884,38497.2,5,3,105,5,38528.1,38529.7,30.9336,
3885,38497.5,6,4,105,5,38529.7,38533.4,32.1484,
3886,38523.4,4,2,108,5,38533.4,38540,9.99219,
3887,38543.4,1,0,110,5,38543.4,38555.6,0,
3888,38558.8,1,0,111,5,38558.8,38563.4,0,
3889,38569.3,1,0,112,5,38569.3,38582,0,
3890,38575.6,2,0,113,5,38582,38582.5,6.38672,
3891,38587.4,1,0,114,5,38587.4,38593.1,0,
3892,38593.8,1,0,115,5,38593.8,38606.5,0,
3893,38595.1,2,0,115,5,38606.5,38612.1,11.3242,
3894,38602.9,3,1,116,5,38612.1,38614.9,9.14453,
3895,38617.7,1,0,117,5,38617.7,38619,0,
3896,38629.4,1,0,118,5,38629.4,38632.7,0,
3897,38648.8,1,0,120,5,38648.8,38649.1,0,
3898,38653.2,1,0,121,5,38653.2,38664.1,0,
3899,38688.3,1,0,124,5,38688.3,38688.6,0,
3900,38689.2,1,0,124,5,38689.2,38703.6,0,
3901,38714.1,1,0,127,5,38714.1,38716.3,0,
3902,38720.5,1,0,128,5,38720.5,38725.7,0,
3903,38723.6,2,0,128,5,38725.7,38727.2,2.16797,
3904,38726.6,2,0,128,5,38727.2,38728.2,0.628906,
3905,38751.4,1,0,131,5,38751.4,38757.7,0,
3906,38760.8,1,0,132,5,38760.8,38762.4,0,
3907,38765.8,1,0,132,5,38765.8,38766.3,0,
3908,38767.9,1,0,132,5,38767.9,38771.6,0,
3909,38777.7,1,0,133,5,38777.7,38794,0,
3910,38779.8,2,0,133,5,38794,38797.8,14.1523,
3911,38780.4,3,1,134,5,38797.8,38798.1,17.418,
3912,38782.6,4,2,134,5,38798.1,38811.4,15.5078,
3913,38804.2,2,0,136,5,38811.4,38825.5,7.17578,
3914,38825.7,1,0,138,5,38825.7,38837.3,0,
3915,38853.2,1,0,141,5,38853.2,38853.3,0,
3916,38871.8,1,0,143,5,38871.8,38881.4,0,
3917,38876.6,2,0,143,5,38881.4,38886.6,4.8125,
3918,38880.4,3,1,0,6,38886.6,38890.9,6.17188,
3919,38887.4,2,0,0,6,38890.9,38895,3.45703,
3920,38901.5,1,0,2,6,38901.5,38908.5,0,
3921,38907.9,2,0,2,6,38908.5,38908.6,0.625,
3922,38909.8,1,0,2,6,38909.8,38919.9,0,
3923,38912.7,2,0,3,6,38919.9,38930.3,7.27344,
3924,38915.1,3,1,3,6,38930.3,38943.5,15.2656,
3925,38920,3,1,4,6,38943.5,38946.2,23.4297,
3926,38922,4,2,4,6,38946.2,38948.8,24.2461,
3927,38930.8,4,2,5,6,38948.8,38951,18.0039,
3928,38935.4,5,3,5,6,38951,38952.8,15.6289,
3929,38941.8,6,4,6,6,38952.8,38955.3,11.0586,
3930,38947.9,5,3,6,6,38955.3,38956.1,7.35938,
3931,38952.2,4,2,7,6,38956.1,38963.4,3.94141,
3932,38955.4,3,1,7,6,38963.4,38966.1,7.99219,
3933,38956.9,3,1,7,6,38966.1,38966.3,9.24609,
3934,38963.1,4,2,8,6,38966.3,38968.8,3.20312,
3935,38973.2,1,0,9,6,38973.2,38991.8,0,
3936,38989.1,2,0,10,6,38991.8,38992.6,2.73828,
3937,39009,1,0,12,6,39009,39017.6,0,
3938,39022.2,1,0,14,6,39022.2,39024.8,0,
3939,39022.6,2,0,14,6,39024.8,39026,2.22266,
3940,39023.9,3,1,14,6,39026,39032.1,2.05859,
3941,39027.1,2,0,14,6,39032.1,39033.1,5.03516,
3942,39029.4,3,1,14,6,39033.1,39038.6,3.77344,
3943,39038,2,0,15,6,39038.6,39038.6,0.578125,
3944,39038,3,1,15,6,39038.6,39040.9,0.609375,
3945,39046.8,1,0,16,6,39046.8,39057.6,0,
3946,39050.1,2,0,17,6,39057.6,39057.8,7.46875,
3947,39064.1,1,0,18,6,39064.1,39066.8,0,
3948,39071.5,1,0,19,6,39071.5,39074.9,0,
3949,39072.1,2,0,19,6,39074.9,39078.8,2.87109,
3950,39099.7,1,0,21,6,39099.7,39102.6,0,
3951,39124,1,0,24,6,39124,39126.1,0,
3952,39127.7,1,0,24,6,39127.7,39128,0,
3953,39129.4,1,0,24,6,39129.4,39129.6,0,
3954,39135.6,1,0,25,6,39135.6,39136.6,0,
3955,39137.4,1,0,25,6,39137.4,39144,0,
3956,39142.4,2,0,26,6,39144,39157.9,1.64062,
3957,39163.4,1,0,28,6,39163.4,39181.2,0,
3958,39164,2,0,28,6,39181.2,39186.3,17.1758,
3959,39173.2,3,1,29,6,39186.3,39191,13.1445,
3960,39208.9,1,0,32,6,39208.9,39211,0,
3961,39216.4,1,0,33,6,39216.4,39227.6,0,
3962,39217.3,2,0,33,6,39227.6,39232.3,10.2773,
3963,39225.6,3,1,34,6,39232.3,39236.3,6.75391,
3964,39229.3,3,1,34,6,39236.3,39244.7,6.96094,
3965,39229.9,4,2,34,6,39244.7,39258.1,14.7695,
3966,39234.5,4,2,35,6,39258.1,39258.5,23.5469,
3967,39243.6,4,2,36,6,39258.5,39277.8,14.8906,
3968,39249.8,4,2,36,6,39277.8,39283.2,28.0469,
3969,39251.1,5,3,37,6,39283.2,39288.3,32.1562,
3970,39258.4,5,3,37,6,39288.3,39289.9,29.8633,
3971,39260.2,5,3,38,6,39289.9,39291.3,29.6172,
3972,39263.4,6,4,38,6,39291.3,39296,27.9258,
3973,39267.5,7,5,38,6,39296,39305.8,28.5,
3974,39280,7,5,39,6,39305.8,39319.9,25.7734,
3975,39282.4,8,6,40,6,39319.9,39326.9,37.5391,
3976,39292.9,5,3,41,6,39326.9,39327.2,33.9805,
3977,39317.6,4,2,43,6,39327.2,39330.1,9.64453,
3978,39323.4,4,2,44,6,39330.1,39331.1,6.625,
3979,39323.7,5,3,44,6,39331.1,39336.5,7.35938,
3980,39323.8,6,4,44,6,39336.5,39341.7,12.7148,
3981,39324.4,7,5,44,6,39341.7,39344,17.2305,
3982,39334.6,4,2,45,6,39344,39344.9,9.35156,
3983,39337.5,4,2,45,6,39344.9,39350.5,7.41406,
3984,39346.4,2,0,46,6,39350.5,39351.3,4.08984,
3985,39354.2,1,0,47,6,39354.2,39368.6,0,
3986,39374.9,1,0,49,6,39374.9,39384.6,0,
3987,39384.2,2,0,50,6,39384.6,39388.2,0.398438,
3988,39385.1,2,0,50,6,39388.2,39395.3,3.03906,
3989,39387.9,3,1,50,6,39395.3,39396.9,7.42188,
3990,39392.4,3,1,51,6,39396.9,39401.8,4.56641,
3991,39411.2,1,0,53,6,39411.2,39419,0,
3992,39423.9,1,0,54,6,39423.9,39426.2,0,
3993,39440.9,1,0,56,6,39440.9,39447.3,0,
3994,39446.6,2,0,56,6,39447.3,39455,0.675781,
3995,39452.8,2,0,57,6,39455,39460.2,2.26172,
3996,39473.1,1,0,59,6,39473.1,39476.1,0,
3997,39474.3,2,0,59,6,39476.1,39476.2,1.71875,
3998,39477.8,1,0,59,6,39477.8,39481.1,0,
3999,39483.8,1,0,60,6,39483.8,39490,0,
4000,39484.1,2,0,60,6,39490,39495.4,5.96484,
4001,39493.2,2,0,61,6,39495.4,39498.4,2.19531,
4002,39516.2,1,0,63,6,39516.2,39517.7,0,
4003,39559.9,1,0,67,6,39559.9,39576.6,0,
4004,39567,2,0,68,6,39576.6,39578.8,9.64844,
4005,39571.2,3,1,69,6,39578.8,39583.7,7.55859,
4006,39584.2,1,0,70,6,39584.2,39586.3,0,
4007,39585.7,2,0,70,6,39586.3,39592.6,0.574219,
4008,39589.9,2,0,70,6,39592.6,39592.9,2.69922,
4009,39622.1,1,0,74,6,39622.1,39622.9,0,
4010,39627.5,1,0,74,6,39627.5,39637,0,
4011,39627.7,2,0,74,6,39637,39639,9.24219,
4012,39628.4,3,1,74,6,39639,39647.2,10.625,
4013,39631.9,4,2,75,6,39647.2,39647.4,15.3125,
4014,39633.4,5,3,75,6,39647.4,39652.7,14.0586,
4015,39637.7,5,3,75,6,39652.7,39656.7,14.9922,
4016,39647.5,3,1,76,6,39656.7,39666.5,9.19141,
4017,39652.6,4,2,77,6,39666.5,39670.3,13.8242,
4018,39664.7,3,1,78,6,39670.3,39679,5.61328,
4019,39698.2,1,0,81,6,39698.2,39701.4,0,
4020,39719.9,1,0,83,6,39719.9,39723.8,0,
4021,39737.2,1,0,85,6,39737.2,39740.8,0,
4022,39759.6,1,0,87,6,39759.6,39776.5,0,
4023,39778.4,1,0,89,6,39778.4,39783.1,0,
4024,39804.5,1,0,92,6,39804.5,39816.7,0,
4025,39818.8,1,0,93,6,39818.8,39820.9,0,
4026,39833.2,1,0,95,6,39833.2,39840.8,0,
4027,39838.4,2,0,95,6,39840.8,39847.9,2.42578,
4028,39838.9,3,1,95,6,39847.9,39850.3,8.91016,
4029,39864.2,1,0,98,6,39864.2,39868.1,0,
4030,39872.5,1,0,99,6,39872.5,39875.3,0,
4031,39874.6,2,0,99,6,39875.3,39876,0.660156,
4032,39908.3,1,0,102,6,39908.3,39915.2,0,
4033,39925.7,1,0,104,6,39925.7,39926.2,0,
4034,39929.1,1,0,104,6,39929.1,39934.3,0,
4035,39937.5,1,0,105,6,39937.5,39938.4,0,
4036,39939.7,1,0,105,6,39939.7,39942.2,0,
4037,39951,1,0,107,6,39951,39951.5,0,
4038,39955.4,1,0,107,6,39955.4,39959.2,0,
4039,39967.4,1,0,108,6,39967.4,39969.1,0,
4040,39973.2,1,0,109,6,39973.2,39976.3,0,
4041,39983.1,1,0,110,6,39983.1,39984.2,0,
4042,39985.9,1,0,110,6,39985.9,39986,0,
4043,39988.8,1,0,110,6,39988.8,39989.7,0,
4044,40004.5,1,0,112,6,40004.5,40009.6,0,
4045,40016.7,1,0,113,6,40016.7,40018.9,0,
4046,40017.6,2,0,113,6,40018.9,40020.8,1.37109,
4047,40040.8,1,0,116,6,40040.8,40042,0,
4048,40051.2,1,0,117,6,40051.2,40052,0,
4049,40055,1,0,117,6,40055,40068.4,0,
4050,40070.6,1,0,119,6,40070.6,40081.2,0,
4051,40071.7,2,0,119,6,40081.2,40082.8,9.47266,
4052,40116,1,0,123,6,40116,40123.5,0,
4053,40116.8,2,0,123,6,40123.5,40125.3,6.73828,
4054,40126.7,1,0,124,6,40126.7,40134.2,0,
4055,40151.3,1,0,127,6,40151.3,40158.1,0,
4056,40154,2,0,127,6,40158.1,40172.4,4.11328,
4057,40161.8,2,0,128,6,40172.4,40173.6,10.6211,
4058,40168.3,3,1,128,6,40173.6,40178.7,5.23828,
4059,40176.9,2,0,129,6,40178.7,40188,1.72656,
4060,40181.5,2,0,130,6,40188,40200.7,6.42578,
4061,40185.8,3,1,130,6,40200.7,40200.9,14.9102,
4062,40198.6,3,1,131,6,40200.9,40201.6,2.32812,
4063,40201.4,2,0,132,6,40201.6,40202.6,0.179688,
4064,40224.2,1,0,134,6,40224.2,40227.1,0,
4065,40241.9,1,0,136,6,40241.9,40260.3,0,
4066,40245.7,2,0,136,6,40260.3,40276.7,14.5352,
4067,40272.5,2,0,139,6,40276.7,40282.9,4.27734,
4068,40281.4,2,0,140,6,40282.9,40283,1.48438,
4069,40281.9,3,1,140,6,40283,40291.5,1.14453,
4070,40284.4,2,0,140,6,40291.5,40291.8,7.11328,
4071,40285.8,3,1,140,6,40291.8,40297.4,5.91016,
4072,40300,1,0,142,6,40300,40306.1,0,
4073,40307.6,1,0,142,6,40307.6,40309.1,0,
4074,40330.7,1,0,1,0,40330.7,40331.7,0,
4075,40340.6,1,0,2,0,40340.6,40347.4,0,
4076,40347.9,1,0,2,0,40347.9,40350,0,
4077,40358.9,1,0,3,0,40358.9,40366.1,0,
4078,40363.8,2,0,4,0,40366.1,40371.5,2.33984,
4079,40379.9,1,0,5,0,40379.9,40384.1,0,
4080,40382.7,2,0,6,0,40384.1,40388.1,1.45312,
4081,40389.4,1,0,6,0,40389.4,40393.6,0,
4082,40394.9,1,0,7,0,40394.9,40398.5,0,
4083,40396.6,2,0,7,0,40398.5,40400.9,1.85156,
4084,40398.1,3,1,7,0,40400.9,40401.7,2.8125,
4085,40406,1,0,8,0,40406,40408.3,0,
4086,40413.3,1,0,9,0,40413.3,40425.1,0,
4087,40418.7,2,0,9,0,40425.1,40440.1,6.39844,
4088,40420.9,3,1,10,0,40440.1,40440.7,19.1367,
4089,40430.3,3,1,11,0,40440.7,40441.1,10.4102,
4090,40436.3,4,2,11,0,40441.1,40442.6,4.77344,
4091,40443.5,1,0,12,0,40443.5,40448.5,0,
4092,40449,1,0,12,0,40449,40461.8,0,
4093,40454.2,2,0,13,0,40461.8,40468.2,7.57812,
4094,40471.1,1,0,15,0,40471.1,40471.5,0,
4095,40476.1,1,0,15,0,40476.1,40492.8,0,
4096,40484.2,2,0,16,0,40492.8,40496.5,8.57422,
4097,40511.5,1,0,19,0,40511.5,40530.9,0,
4098,40517.4,2,0,19,0,40530.9,40531.2,13.5078,
4099,40528.9,3,1,20,0,40531.2,40532.7,2.26172,
4100,40530.1,4,2,21,0,40532.7,40534.9,2.57812,
4101,40581.4,1,0,26,0,40581.4,40585.8,0,
4102,40583.2,2,0,26,0,40585.8,40593.3,2.54688,
4103,40598.4,1,0,27,0,40598.4,40605.8,0,
4104,40611.4,1,0,29,0,40611.4,40612.7,0,
4105,40614.7,1,0,29,0,40614.7,40624.2,0,
4106,40618.5,2,0,29,0,40624.2,40627.5,5.69922,
4107,40626.2,2,0,30,0,40627.5,40630.6,1.31641,
4108,40639.7,1,0,31,0,40639.7,40650.6,0,
4109,40647.9,2,0,32,0,40650.6,40665.3,2.74609,
4110,40649.9,3,1,32,0,40665.3,40666,15.3789,
4111,40680.2,1,0,36,0,40680.2,40683.7,0,
4112,40701.5,1,0,38,0,40701.5,40707.1,0,
4113,40708.1,1,0,38,0,40708.1,40710.1,0,
4114,40712.6,1,0,39,0,40712.6,40717.2,0,
4115,40716.4,2,0,39,0,40717.2,40727,0.730469,
4116,40722,2,0,40,0,40727,40727,4.99609,
4117,40733.4,1,0,41,0,40733.4,40733.5,0,
4118,40739.5,1,0,41,0,40739.5,40747.2,0,
4119,40755.6,1,0,43,0,40755.6,40756.6,0,
4120,40755.7,2,0,43,0,40756.6,40758.6,0.875,
4121,40756.6,3,1,43,0,40758.6,40762.3,2.02734,
4122,40757,3,1,43,0,40762.3,40762.7,5.34375,
4123,40766.6,1,0,44,0,40766.6,40767,0,
4124,40771.9,1,0,45,0,40771.9,40776.9,0,
4125,40774.9,2,0,45,0,40776.9,40781.2,1.99609,
4126,40779.4,2,0,45,0,40781.2,40791.4,1.78906,
4127,40784.5,2,0,46,0,40791.4,40793.6,6.86719,
4128,40790.6,3,1,47,0,40793.6,40796.5,2.97266,
4129,40791.4,3,1,47,0,40796.5,40812.2,5.04297,
4130,40806.7,2,0,48,0,40812.2,40820.7,5.55078,
4131,40807.7,3,1,48,0,40820.7,40828.3,12.9492,
4132,40827.4,2,0,50,0,40828.3,40837.5,0.878906,
4133,40847.6,1,0,52,0,40847.6,40848.9,0,
4134,40858.1,1,0,53,0,40858.1,40863.2,0,
4135,40863.7,1,0,54,0,40863.7,40869.3,0,
4136,40876.5,1,0,55,0,40876.5,40879.7,0,
4137,40951.9,1,0,63,0,40951.9,40953.9,0,
4138,41000.4,1,0,68,0,41000.4,41000.8,0,
4139,41005.8,1,0,68,0,41005.8,41008.4,0,
4140,41017.9,1,0,69,0,41017.9,41023.5,0,
4141,41032.4,1,0,71,0,41032.4,41034,0,
4142,41033.2,2,0,71,0,41034,41040.6,0.832031,
4143,41043.3,1,0,72,0,41043.3,41044.1,0,
4144,41093.6,1,0,77,0,41093.6,41097.2,0,
4145,41102.4,1,0,78,0,41102.4,41117.5,0,
4146,41112.1,2,0,79,0,41117.5,41124.8,5.41406,
4147,41118,2,0,79,0,41124.8,41129.4,6.76562,
4148,41123.1,3,1,80,0,41129.4,41146.3,6.35156,
4149,41126.9,3,1,80,0,41146.3,41163.8,19.4492,
4150,41137.1,3,1,81,0,41163.8,41165.6,26.6641,
4151,41139.9,4,2,81,0,41165.6,41169.4,25.6641,
4152,41140.7,5,3,82,0,41169.4,41175.9,28.7227,
4153,41150.8,5,3,83,0,41175.9,41189.5,25.1406,
4154,41158.5,6,4,83,0,41189.5,41195.6,31.0352,
4155,41168.6,5,3,84,0,41195.6,41198.8,26.9961,
4156,41180.8,4,2,86,0,41198.8,41200.9,18.0156,
4157,41186,5,3,86,0,41200.9,41203.6,14.8398,
4158,41191.1,5,3,87,0,41203.6,41205.6,12.4219,
4159,41202.7,3,1,88,0,41205.6,41219.3,2.89062,
4160,41212.6,2,0,89,0,41219.3,41224.7,6.66016,
4161,41215,3,1,89,0,41224.7,41225,9.67188,
4162,41218.3,4,2,89,0,41225,41240.2,6.62891,
4163,41226.4,2,0,90,0,41240.2,41245.6,13.8438,
4164,41264.6,1,0,94,0,41264.6,41269.1,0,
4165,41293.4,1,0,97,0,41293.4,41305.1,0,
4166,41304.3,2,0,98,0,41305.1,41315.3,0.726562,
4167,41313,2,0,99,0,41315.3,41316.4,2.37109,
4168,41315.3,3,1,99,0,41316.4,41323,1.08984,
4169,41317.7,2,0,99,0,41323,41335,5.35938,
4170,41342.7,1,0,102,0,41342.7,41348.3,0,
4171,41346.6,2,0,102,0,41348.3,41350.6,1.625,
4172,41350.4,2,0,103,0,41350.6,41356.7,0.238281,
4173,41350.4,3,1,103,0,41356.7,41359.5,6.27734,
4174,41365.9,1,0,104,0,41365.9,41368.6,0,
4175,41366.3,2,0,104,0,41368.6,41373.6,2.32812,
4176,41370.8,2,0,105,0,41373.6,41386.1,2.82812,
4177,41374.6,2,0,105,0,41386.1,41387.7,11.4805,
4178,41378.1,3,1,105,0,41387.7,41387.8,9.5625,
4179,41382.6,4,2,106,0,41387.8,41390.9,5.14844,
4180,41403,1,0,108,0,41403,41404.3,0,
4181,41428.3,1,0,110,0,41428.3,41429,0,
4182,41444.3,1,0,112,0,41444.3,41452.1,0,
4183,41448.3,2,0,112,0,41452.1,41452.5,3.8125,
4184,41448.4,3,1,112,0,41452.5,41465.7,4.05859,
4185,41484.8,1,0,116,0,41484.8,41495.5,0,
4186,41498.2,1,0,117,0,41498.2,41499.7,0,
4187,41500.4,1,0,118,0,41500.4,41501,0,
4188,41503.4,1,0,118,0,41503.4,41522.8,0,
4189,41520.4,2,0,120,0,41522.8,41525.3,2.32031,
4190,41532.2,1,0,121,0,41532.2,41541.8,0,
4191,41532.8,2,0,121,0,41541.8,41543.8,9.01953,
4192,41533.1,3,1,121,0,41543.8,41547.6,10.6992,
4193,41534.9,4,2,121,0,41547.6,41556.8,12.6406,
4194,41571,1,0,125,0,41571,41575.6,0,
4195,41578.9,1,0,125,0,41578.9,41580.8,0,
4196,41596.2,1,0,127,0,41596.2,41599.4,0,
4197,41601.9,1,0,128,0,41601.9,41606.7,0,
4198,41604.9,2,0,128,0,41606.7,41611.7,1.82422,
4199,41619.4,1,0,129,0,41619.4,41620.8,0,
4200,41637.5,1,0,131,0,41637.5,41641.6,0,
4201,41638.7,2,0,131,0,41641.6,41650,2.87109,
4202,41647.2,2,0,132,0,41650,41655.8,2.76172,
4203,41650.9,2,0,133,0,41655.8,41663.1,4.85156,
4204,41651.8,3,1,133,0,41663.1,41665.3,11.3984,
4205,41655.1,4,2,133,0,41665.3,41674.1,10.2109,
4206,41662.1,4,2,134,0,41674.1,41677.8,12,
4207,41673.6,3,1,135,0,41677.8,41685.9,4.23047,
4208,41686,1,0,136,0,41686,41686.2,0,
4209,41686.6,1,0,136,0,41686.6,41691.8,0,
4210,41696.9,1,0,137,0,41696.9,41701.5,0,
4211,41726.5,1,0,140,0,41726.5,41729.6,0,
4212,41727.3,2,0,140,0,41729.6,41730.1,2.35547,
4213,41732.1,1,0,141,0,41732.1,41734.1,0,
4214,41733.7,2,0,141,0,41734.1,41738.3,0.410156,
4215,41746.2,1,0,142,0,41746.2,41767,0,
4216,41749.5,2,0,142,0,41767,41767.5,17.5312,
4217,41761,3,1,0,1,41767.5,41791.7,6.48047,
4218,41769.2,2,0,0,1,41791.7,41808,22.5078,
4219,41771.9,3,1,1,1,41808,41808.6,36.082,
4220,41773.8,4,2,1,1,41808.6,41815.8,34.7695,
4221,41777.1,5,3,1,1,41815.8,41821.4,38.7578,
4222,41790.8,6,4,3,1,41821.4,41825.6,30.6797,
4223,41818.8,3,1,5,1,41825.6,41831.8,6.80859,
4224,41828.6,2,0,6,1,41831.8,41833,3.23438,
4225,41840,1,0,8,1,41840,41842.2,0,
4226,41843.4,1,0,8,1,41843.4,41844.3,0,
4227,41860.4,1,0,10,1,41860.4,41862.7,0,
4228,41868.2,1,0,10,1,41868.2,41879.7,0,
4229,41880,1,0,11,1,41880,41885.8,0,
4230,41889.5,1,0,12,1,41889.5,41891,0,
4231,41900.7,1,0,14,1,41900.7,41911.7,0,
4232,41929.5,1,0,16,1,41929.5,41930.8,0,
4233,41968.6,1,0,20,1,41968.6,41982.4,0,
4234,41975,2,0,21,1,41982.4,41983.4,7.33594,
4235,41976.6,3,1,21,1,41983.4,41993,6.70703,
4236,41979.1,4,2,21,1,41993,42007.6,13.8984,
4237,41981.6,5,3,22,1,42007.6,42011.7,26.0078,
4238,41982.5,5,3,22,1,42011.7,42016.6,29.2461,
4239,41986.3,5,3,22,1,42016.6,42029.2,30.3086,
4240,42005.4,5,3,24,1,42029.2,42036.9,23.8047,
4241,42010.9,5,3,25,1,42036.9,42043.5,26.0039,
4242,42020.7,4,2,26,1,42043.5,42045.1,22.8125,
4243,42045.2,1,0,28,1,42045.2,42047.1,0,
4244,42055.3,1,0,29,1,42055.3,42072,0,
4245,42055.4,2,0,29,1,42072,42072.8,16.582,
4246,42058.3,3,1,29,1,42072.8,42084.9,14.4336,
4247,42060.9,4,2,30,1,42084.9,42089.6,24.0547,
4248,42072.3,4,2,31,1,42089.6,42093,17.2695,
4249,42074.2,4,2,31,1,42093,42094.2,18.8672,
4250,42075.5,5,3,31,1,42094.2,42096.4,18.75,
4251,42076.6,6,4,31,1,42096.4,42106.7,19.793,
4252,42081.5,7,5,32,1,42106.7,42111.7,25.2148,
4253,42084.7,8,6,32,1,42111.7,42124,27.0547,
4254,42088.5,8,6,32,1,42124,42125.5,35.4805,
4255,42093,8,6,33,1,42125.5,42134.5,32.5195,
4256,42119.1,4,2,35,1,42134.5,42140.3,15.3555,
4257,42126.1,3,1,36,1,42140.3,42142.5,14.1992,
4258,42131.4,4,2,37,1,42142.5,42147.8,11.1406,
4259,42131.8,5,3,37,1,42147.8,42158.1,15.9375,
4260,42140.3,4,2,38,1,42158.1,42158.3,17.8359,
4261,42142.6,4,2,38,1,42158.3,42175.5,15.7148,
4262,42147.3,5,3,38,1,42175.5,42176.3,28.2227,
4263,42153.5,5,3,39,1,42176.3,42178.5,22.8164,
4264,42154.1,6,4,39,1,42178.5,42194.6,24.4297,
4265,42163.4,5,3,40,1,42194.6,42205.6,31.2461,
4266,42176.5,4,2,41,1,42205.6,42209.9,29.0547,
4267,42176.5,5,3,41,1,42209.9,42211.7,33.332,
4268,42182.8,5,3,42,1,42211.7,42218.9,28.9219,
4269,42187.3,6,4,42,1,42218.9,42220.1,31.543,
4270,42220.9,1,0,46,1,42220.9,42222.2,0,
4271,42223.9,1,0,46,1,42223.9,42227.1,0,
4272,42224.6,2,0,46,1,42227.1,42230.7,2.53516,
4273,42235.8,1,0,47,1,42235.8,42240.8,0,
4274,42240.2,2,0,48,1,42240.8,42250,0.589844,
4275,42261.3,1,0,50,1,42261.3,42261.3,0,
4276,42264.2,1,0,50,1,42264.2,42266,0,
4277,42285.5,1,0,52,1,42285.5,42287.3,0,
4278,42309.6,1,0,54,1,42309.6,42322.5,0,
4279,42312.9,2,0,55,1,42322.5,42322.8,9.58984,
4280,42323.1,1,0,56,1,42323.1,42328.1,0,
4281,42333.4,1,0,57,1,42333.4,42337.3,0,
4282,42342.4,1,0,58,1,42342.4,42342.4,0,
4283,42349.4,1,0,58,1,42349.4,42352.6,0,
4284,42358.1,1,0,59,1,42358.1,42366.6,0,
4285,42360.8,2,0,60,1,42366.6,42366.9,5.79297,
4286,42376.6,1,0,61,1,42376.6,42380,0,
4287,42379.7,2,0,61,1,42380,42381,0.371094,
4288,42380.8,2,0,62,1,42381,42387.8,0.140625,
4289,42395.9,1,0,63,1,42395.9,42399.7,0,
4290,42406.7,1,0,64,1,42406.7,42411.1,0,
4291,42414.3,1,0,65,1,42414.3,42426.4,0,
4292,42436.3,1,0,67,1,42436.3,42439,0,
4293,42438.8,2,0,67,1,42439,42441.1,0.203125,
4294,42454.9,1,0,69,1,42454.9,42458.3,0,
4295,42460.7,1,0,70,1,42460.7,42463.3,0,
4296,42462.1,2,0,70,1,42463.3,42469.7,1.26562,
4297,42462.9,3,1,70,1,42469.7,42470.2,6.74219,
4298,42492.4,1,0,73,1,42492.4,42495.4,0,
4299,42494.6,2,0,73,1,42495.4,42496.9,0.789062,
4300,42505.7,1,0,74,1,42505.7,42508.6,0,
4301,42512,1,0,75,1,42512,42513.9,0,
