Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
21609,313142,3,66,0,2,0,9,1,0,4,313151,313156,8.84375,
21610,313143,4,66,0,3,0,9,1,0,4,313155,313159,12.4062,
21611,313159,1,67,0,1,0,9,0,0,4,313171,313178,11.625,
21612,313172,2,69,0,1,0,9,1,0,4,313183,313187,10.6875,
21613,313182,2,70,0,2,0,9,0,0,4,313192,313198,9.34375,
21614,313185,3,70,0,2,0,9,1,0,4,313196,313202,10.6875,
21615,313190,3,70,0,3,0,9,0,0,4,313199,313207,9.90625,
21616,313194,4,71,0,3,0,9,1,0,4,313203,313208,9.21875,
21617,313207,3,72,0,1,0,9,2,0,4,313215,313219,8.40625,
21618,313214,2,73,0,2,0,9,0,0,4,313225,313229,10.75,
21619,313218,3,73,0,2,0,9,1,0,4,313231,313236,12.9062,
21620,313218,4,73,0,3,0,9,1,0,4,313226,313233,7.4375,
21621,313220,4,73,0,4,0,9,0,0,4,313231,313237,11.875,
21622,313232,4,75,0,1,0,9,3,0,4,313242,313245,9.28125,
21623,313240,2,75,0,2,0,9,0,0,4,313248,313252,8.1875,
21624,313247,2,76,0,2,0,9,0,0,4,313258,313263,10.7812,
21625,313248,3,76,0,2,0,9,1,0,4,313256,313261,8.5,
21626,313266,1,78,0,1,0,9,0,0,4,313278,313282,12.1562,
21627,313295,1,81,0,1,0,9,0,0,4,313306,313310,11.1562,
21628,313310,2,82,0,1,0,9,1,0,4,313320,313331,9.96875,
21629,313324,2,84,0,1,0,9,1,0,4,313333,313339,8.6875,
21630,313345,1,86,0,1,0,9,0,0,4,313354,313360,9.5,
21631,313345,2,86,0,2,0,9,0,0,4,313355,313362,10.5938,
21632,313365,1,88,0,1,0,9,0,0,5,313374,313378,9.5,
21633,313369,2,88,0,2,0,9,0,0,5,313380,313384,10.7188,
21634,313395,1,91,0,1,0,9,0,0,5,313407,313413,12.4062,
21635,313421,1,94,0,1,0,9,0,0,5,313431,313435,9.84375,
21636,313432,2,95,0,1,0,9,1,0,5,313439,313444,7.3125,
21637,313434,3,95,0,2,0,9,1,0,5,313443,313447,8.8125,
21638,313443,3,96,0,1,0,9,2,0,5,313452,313460,9.09375,
21639,313477,1,99,0,1,0,9,0,0,5,313487,313491,9.28125,
21640,313488,2,100,0,1,0,9,1,0,5,313499,313502,11.0625,
21641,313494,2,101,0,2,0,9,0,0,5,313504,313510,10.125,
21642,313509,2,102,0,1,0,9,1,0,5,313519,313524,9.84375,
21643,313521,2,104,0,1,0,9,1,0,5,313533,313539,12.4375,
21644,313522,3,104,0,2,0,9,1,0,5,313531,313538,8.84375,
21645,313526,3,104,0,3,0,9,0,0,5,313537,313541,11.0625,
21646,313541,1,106,0,1,0,9,0,0,5,313550,313552,9.09375,
21647,313561,1,108,0,1,0,9,0,0,5,313571,313574,9.78125,
21648,313565,2,108,0,2,0,9,0,0,5,313577,313582,12.4375,
21649,313587,1,110,0,1,0,9,0,0,5,313598,313602,11.0312,
21650,313593,2,111,0,2,0,9,0,0,4,313602,313606,9.71875,
21651,313606,2,112,0,1,0,9,1,0,4,313615,313621,8.5,
21652,313608,2,112,0,2,0,9,0,0,4,313619,313621,10.9062,
21653,313608,3,112,0,3,0,9,0,0,4,313618,313623,9.65625,
21654,313622,2,114,0,1,0,9,1,0,4,313630,313635,8.5,
21655,313684,1,120,0,1,0,9,0,0,3,313697,313701,13.3438,
21656,313685,2,120,0,2,0,9,0,0,3,313696,313702,10.9062,
21657,313694,3,121,0,3,0,9,0,0,3,313703,313709,8.8125,
21658,313718,1,123,0,1,0,9,0,0,3,313727,313734,8.9375,
21659,313746,1,126,0,1,0,9,0,0,3,313755,313760,8.9375,
21660,313762,1,128,0,1,0,9,0,0,3,313773,313782,10.75,
21661,313775,2,129,0,1,0,9,1,0,3,313785,313789,9.8125,
21662,313789,2,130,0,1,0,9,1,0,3,313798,313803,8.78125,
21663,313804,1,132,0,1,0,9,0,0,3,313815,313817,11.0312,
21664,313862,1,138,0,1,0,8,0,0,3,313872,313877,10.0312,
21665,313905,1,142,0,1,0,8,0,0,3,313916,313922,10.75,
21666,313951,1,3,1,1,0,8,0,0,2,313959,313965,8.1875,
21667,313979,1,5,1,1,0,8,0,0,2,313990,313993,10.9062,
21668,314069,1,14,1,1,0,5,0,0,1,314081,314087,12.7812,
21669,314072,2,15,1,2,0,5,0,0,1,314087,314091,14.6875,
21670,314095,1,17,1,1,0,5,0,0,1,314105,314110,9.5625,
21671,314205,1,28,1,1,0,5,0,0,1,314214,314219,9.65625,
21672,314252,1,33,1,1,0,5,0,0,1,314264,314270,12.6562,
21673,314314,1,39,1,1,0,5,0,0,1,314322,314329,8.1875,
21674,314318,2,39,1,2,0,5,0,0,1,314329,314336,11.6562,
21675,314387,1,46,1,1,0,6,0,0,2,314398,314404,10.9062,
21676,314390,2,46,1,2,0,6,0,0,2,314399,314403,9.09375,
21677,314403,2,48,1,1,0,6,1,0,2,314415,314419,11.625,
21678,314417,2,49,1,1,0,6,1,0,2,314427,314434,9.40625,
21679,314422,2,50,1,2,0,6,0,0,2,314430,314436,8.375,
21680,314438,1,51,1,1,0,6,0,0,2,314448,314452,9.09375,
21681,314442,2,52,1,2,0,6,0,0,2,314454,314457,11.75,
21682,314447,3,52,1,3,0,6,0,0,2,314458,314461,10.9062,
21683,314455,3,53,1,2,0,6,1,0,2,314464,314469,9.28125,
21684,314459,3,53,1,2,0,6,1,0,2,314469,314472,10.0312,
21685,314470,2,54,1,1,0,6,1,0,2,314481,314486,10.8438,
21686,314479,2,55,1,2,0,6,0,0,2,314489,314493,9.78125,
21687,314479,3,55,1,3,0,6,0,0,2,314488,314492,9.28125,
21688,314481,4,56,1,3,0,6,1,0,2,314493,314498,12.1562,
21689,314482,5,56,1,4,0,6,1,0,2,314492,314501,10.625,
21690,314486,5,56,1,5,0,6,0,0,2,314498,314502,11.875,
21691,314487,6,56,1,6,0,6,0,0,2,314501,314506,14.4375,
21692,314495,5,57,1,3,0,6,2,0,2,314504,314509,9.84375,
21693,314499,5,57,1,3,0,6,2,0,2,314509,314511,10.375,
21694,314506,3,58,1,2,0,6,1,0,2,314514,314519,8.5,
21695,314510,3,59,1,2,0,6,1,0,2,314519,314524,9.09375,
21696,314526,1,60,1,1,0,6,0,0,3,314537,314543,10.8125,
21697,314537,2,61,1,2,0,6,0,0,3,314546,314552,9.53125,
21698,314541,3,62,1,2,0,6,1,0,4,314552,314558,11.25,
21699,314543,3,62,1,3,0,6,0,0,4,314551,314555,8.25,
21700,314558,1,63,1,1,0,9,0,0,4,314565,314570,7.1875,
21701,314593,1,67,1,1,0,9,0,0,4,314605,314610,11.75,
21702,314608,2,68,1,1,0,9,1,0,4,314618,314624,10.375,
21703,314611,2,69,1,2,0,9,0,0,4,314621,314627,9.875,
21704,314614,3,69,1,3,0,9,0,0,4,314626,314632,11.8438,
21705,314617,4,69,1,4,0,9,0,0,4,314625,314631,8.1875,
21706,314618,5,69,1,5,0,9,0,0,4,314628,314635,10.0625,
21707,314630,4,71,1,1,0,9,3,0,4,314640,314644,10.125,
21708,314631,4,71,1,2,0,9,2,0,4,314642,314648,10.375,
21709,314657,1,73,1,1,0,9,0,0,4,314665,314670,8.5,
21710,314667,2,74,1,1,0,9,1,0,4,314676,314681,9.0625,
21711,314671,2,75,1,2,0,9,0,0,4,314681,314685,9.9375,
21712,314674,3,75,1,3,0,9,0,0,4,314685,314689,11.0625,
21713,314697,1,77,1,1,0,9,0,0,4,314707,314711,10.5,
21714,314699,2,77,1,2,0,9,0,0,4,314708,314711,9.21875,
21715,314702,3,78,1,3,0,9,0,0,4,314711,314718,9.0625,
21716,314734,1,81,1,1,0,9,0,0,4,314749,314753,15.25,
21717,314736,2,81,1,2,0,9,0,0,4,314744,314750,8.375,
21718,314745,3,82,1,2,0,9,1,0,4,314753,314757,8.25,
21719,314776,1,85,1,1,0,9,0,0,4,314786,314790,9.96875,
21720,314780,2,86,1,2,0,9,0,0,4,314791,314797,10.7812,
21721,314788,3,86,1,2,0,9,1,0,4,314796,314799,8.25,
21722,314793,3,87,1,2,0,9,1,0,5,314805,314811,12.2188,
21723,314803,2,88,1,2,0,9,0,0,5,314814,314821,10.8125,
21724,314809,3,88,1,2,0,9,1,0,5,314819,314823,10.125,
21725,314840,1,92,1,1,0,9,0,0,5,314848,314854,8.25,
21726,314858,1,93,1,1,0,9,0,0,5,314870,314874,11.6875,
21727,314907,1,98,1,1,0,9,0,0,5,314918,314923,10.9062,
21728,314937,1,101,1,1,0,9,0,0,5,314945,314949,8.15625,
21729,314942,2,102,1,2,0,9,0,0,5,314952,314957,10.0312,
21730,314955,2,103,1,1,0,9,1,0,5,314966,314972,10.9375,
21731,314970,2,104,1,1,0,9,1,0,5,314980,314985,9.75,
21732,314970,3,105,1,2,0,9,1,0,5,314980,314984,9.46875,
21733,314997,1,107,1,1,0,9,0,0,5,315008,315013,10.9062,
21734,315031,1,111,1,1,0,9,0,0,4,315040,315043,9.21875,
21735,315087,1,116,1,1,0,9,0,0,4,315098,315102,11.0625,
21736,315093,2,117,1,2,0,9,0,0,4,315103,315106,9.375,
21737,315126,1,120,1,1,0,9,0,0,3,315138,315141,11.3125,
21738,315128,2,120,1,2,0,9,0,0,3,315135,315142,7.84375,
21739,315132,3,121,1,3,0,9,0,0,3,315141,315144,8.53125,
21740,315143,2,122,1,1,0,9,1,0,3,315152,315157,9.4375,
21741,315147,2,122,1,2,0,9,0,0,3,315157,315161,9.78125,
21742,315201,1,128,1,1,0,9,0,0,3,315209,315216,8,
21743,315231,1,131,1,1,0,9,0,0,3,315240,315244,9.28125,
21744,315265,1,134,1,1,0,9,0,0,3,315274,315280,8.34375,
21745,315326,1,140,1,1,0,8,0,0,3,315337,315342,10.25,
21746,315333,2,141,1,2,0,8,0,0,3,315341,315346,8.125,
21747,315337,3,141,1,2,0,8,1,0,3,315347,315351,10.0312,
21748,315346,2,142,1,2,0,8,0,0,3,315355,315358,8.53125,
21749,315362,1,0,2,1,0,8,0,0,3,315373,315377,10.8438,
21750,315389,1,2,2,1,0,8,0,0,2,315403,315407,13.5,
21751,315416,1,5,2,1,0,8,0,0,2,315427,315433,11.0625,
21752,315438,1,7,2,1,0,8,0,0,2,315447,315450,9.34375,
21753,315442,2,8,2,2,0,8,0,0,2,315453,315456,10.75,
21754,315451,2,9,2,2,0,8,0,0,2,315460,315464,8.78125,
21755,315520,1,15,2,1,0,5,0,0,1,315529,315536,9.53125,
21756,315525,2,16,2,2,0,5,0,0,1,315537,315544,12.25,
21757,315591,1,23,2,1,0,5,0,0,1,315603,315609,11.8438,
21758,315596,2,23,2,2,0,5,0,0,1,315610,315613,13.6562,
21759,315610,2,24,2,1,0,5,1,0,1,315618,315625,8.125,
21760,315623,2,26,2,1,0,5,1,0,1,315637,315642,13.3438,
21761,315630,2,27,2,2,0,5,0,0,1,315642,315648,12.1562,
21762,315704,1,34,2,1,0,5,0,0,1,315715,315720,10.8438,
21763,315708,2,34,2,2,0,5,0,0,1,315720,315724,12.2812,
21764,315785,1,42,2,1,0,5,0,0,1,315794,315797,9.09375,
21765,315790,2,42,2,2,0,5,0,0,1,315800,315806,10.125,
21766,315793,3,43,2,3,0,5,0,0,1,315806,315810,12.9375,
21767,315801,3,44,2,2,0,5,1,0,1,315811,315814,9.4375,
21768,315809,3,44,2,2,0,5,1,0,1,315817,315821,8,
21769,315812,3,45,2,2,0,6,1,0,2,315821,315826,9.375,
21770,315833,1,47,2,1,0,6,0,0,2,315842,315848,9.28125,
21771,315840,2,48,2,2,0,6,0,0,2,315849,315852,8.625,
21772,315862,1,50,2,1,0,6,0,0,2,315874,315878,11.125,
21773,315865,2,50,2,2,0,6,0,0,2,315875,315881,10.0625,
21774,315866,3,50,2,3,0,6,0,0,2,315878,315882,12.25,
21775,315873,4,51,2,4,0,6,0,0,2,315881,315887,8.4375,
21776,315873,5,51,2,5,0,6,0,0,2,315884,315889,10.8438,
21777,315874,6,51,2,5,0,6,1,0,2,315887,315893,13.375,
21778,315884,4,52,2,3,0,6,1,0,2,315893,315897,9.03125,
21779,315888,4,52,2,2,0,6,2,0,2,315899,315903,10.6875,
21780,315892,4,53,2,3,0,6,1,0,2,315901,315904,8.375,
21781,315899,3,53,2,3,0,6,0,0,2,315908,315913,9.375,
21782,315901,4,54,2,2,0,6,2,0,2,315915,315922,13.3438,
21783,315917,2,55,2,1,0,6,1,0,2,315929,315938,11.5625,
21784,315926,2,56,2,2,0,6,0,0,2,315934,315942,7.625,
21785,315929,3,56,2,2,0,6,1,0,2,315940,315945,10.9688,
21786,315947,1,58,2,1,0,6,0,0,2,315958,315965,11.4062,
21787,315950,2,58,2,2,0,6,0,0,2,315959,315963,9.375,
21788,315952,3,59,2,3,0,6,0,0,2,315963,315969,11.0625,
21789,315962,4,60,2,2,0,6,2,0,3,315971,315976,8.625,
21790,315973,2,61,2,1,0,6,1,0,3,315983,315987,9.375,
21791,315978,2,61,2,2,0,6,0,0,3,315990,315995,11.3125,
21792,315989,2,62,2,2,0,6,0,0,4,316000,316006,10.5625,
21793,315994,3,63,2,2,0,9,1,0,4,316003,316009,9.40625,
21794,316000,3,63,2,2,0,9,1,0,4,316011,316015,10.9062,
21795,316015,2,65,2,1,0,9,1,0,4,316026,316029,10.8125,
21796,316023,2,66,2,2,0,9,0,0,4,316033,316040,9.8125,
21797,316041,1,68,2,1,0,9,0,0,4,316052,316056,10.9062,
21798,316041,2,68,2,2,0,9,0,0,4,316053,316058,11.6875,
21799,316044,3,68,2,3,0,9,0,0,4,316053,316056,8.53125,
21800,316047,4,68,2,4,0,9,0,0,4,316058,316062,10.8125,
21801,316053,5,69,2,2,0,9,3,0,4,316064,316071,10.7812,
21802,316056,6,69,2,3,0,9,3,0,4,316068,316075,12.4062,
21803,316080,1,71,2,1,0,9,0,0,4,316090,316096,10.0625,
21804,316081,2,72,2,2,0,9,0,0,4,316091,316095,10.25,
21805,316115,1,75,2,1,0,9,0,0,4,316124,316126,9.28125,
21806,316124,2,76,2,2,0,9,0,0,4,316133,316135,9.09375,
21807,316128,2,76,2,2,0,9,0,0,4,316138,316142,10.5,
21808,316129,3,76,2,3,0,9,0,0,4,316139,316144,10.0312,
21809,316168,1,80,2,1,0,9,0,0,4,316180,316186,11.875,
21810,316180,2,81,2,2,0,9,0,0,4,316189,316195,9.375,
21811,316184,3,82,2,2,0,9,1,0,4,316195,316200,10.6875,
21812,316191,3,83,2,2,0,9,1,0,4,316200,316206,8.8125,
21813,316208,1,84,2,1,0,9,0,0,4,316219,316222,11.0625,
21814,316221,2,86,2,1,0,9,1,0,4,316230,316238,8.25,
21815,316229,2,86,2,2,0,9,0,0,4,316240,316245,10.9062,
21816,316234,3,87,2,2,0,9,1,0,5,316244,316252,10.0938,
21817,316243,3,88,2,2,0,9,1,0,5,316252,316256,8.6875,
21818,316253,2,89,2,1,0,9,1,0,5,316262,316266,9.9375,
21819,316255,3,89,2,2,0,9,1,0,5,316265,316271,9.5625,
21820,316261,3,90,2,3,0,9,0,0,5,316272,316276,10.75,
21821,316275,2,91,2,1,0,9,1,0,5,316284,316289,8.6875,
21822,316295,1,93,2,1,0,9,0,0,5,316304,316312,8.25,
21823,316307,2,94,2,1,0,9,1,0,5,316316,316322,8.5,
21824,316340,1,97,2,1,0,9,0,0,5,316351,316356,10.8125,
21825,316356,1,99,2,1,0,9,0,0,5,316366,316369,9.53125,
21826,316363,2,100,2,2,0,9,0,0,5,316372,316376,9.5625,
21827,316379,1,101,2,1,0,9,0,0,5,316390,316397,10.8125,
21828,316380,2,101,2,2,0,9,0,0,5,316389,316393,9.5,
21829,316406,1,104,2,1,0,9,0,0,5,316418,316422,11.9062,
21830,316437,1,107,2,1,0,9,0,0,5,316448,316452,10.5,
21831,316452,2,109,2,1,0,9,1,0,5,316462,316466,10.0938,
21832,316465,2,110,2,1,0,9,1,0,5,316475,316481,10.125,
21833,316480,2,111,2,1,0,9,1,0,4,316491,316495,10.8125,
21834,316502,1,114,2,1,0,9,0,0,4,316511,316517,8.53125,
21835,316511,2,115,2,2,0,9,0,0,4,316519,316524,8.5,
21836,316520,2,116,2,1,0,9,1,0,4,316529,316532,8.40625,
21837,316528,2,116,2,2,0,9,0,0,4,316537,316541,9.5625,
21838,316532,3,117,2,2,0,9,1,0,4,316543,316546,11.1562,
21839,316613,1,125,2,1,0,9,0,0,3,316622,316628,9.09375,
21840,316614,2,125,2,2,0,9,0,0,3,316625,316631,11.0312,
21841,316636,1,127,2,1,0,9,0,0,3,316649,316654,12.9062,
21842,316644,2,128,2,2,0,9,0,0,3,316654,316661,9.5625,
21843,316645,3,128,2,3,0,9,0,0,3,316655,316659,9.21875,
21844,316651,4,129,2,3,0,9,1,0,3,316661,316669,10.0312,
21845,316661,3,130,2,1,0,9,2,0,3,316669,316673,8.1875,
21846,316681,1,132,2,1,0,9,0,0,3,316689,316694,8.6875,
21847,316809,1,0,3,1,0,8,0,0,3,316819,316825,10.75,
21848,316856,1,5,3,1,0,8,0,0,2,316865,316869,9.03125,
21849,316926,1,12,3,1,0,8,0,0,1,316938,316944,11.3125,
21850,317060,1,26,3,1,0,5,0,0,1,317069,317073,8.78125,
21851,317087,1,28,3,1,0,5,0,0,1,317099,317104,11.5625,
21852,317098,2,29,3,2,0,5,0,0,1,317105,317108,7.3125,
21853,317150,1,34,3,1,0,5,0,0,1,317159,317165,9.4375,
21854,317154,2,35,3,2,0,5,0,0,1,317167,317170,12.6562,
21855,317171,1,37,3,1,0,5,0,0,1,317182,317191,11.1562,
21856,317180,2,37,3,2,0,5,0,0,1,317192,317198,11.9375,
21857,317181,3,38,3,3,0,5,0,0,1,317198,317204,16.8125,
21858,317193,3,39,3,1,0,5,2,1,1,317204,317206,10.375,
21859,317199,3,39,3,2,0,5,1,0,1,317208,317216,9.59375,
21860,317211,2,41,3,1,0,5,1,0,1,317220,317226,9.21875,
21861,317223,2,42,3,1,0,5,1,0,1,317233,317238,9.4375,
21862,317235,2,43,3,1,0,5,1,0,1,317248,317253,13.5,
21863,317241,2,44,3,2,0,5,0,0,1,317250,317255,9.34375,
21864,317241,3,44,3,3,0,5,0,0,1,317253,317258,11.7812,
21865,317267,1,46,3,1,0,6,0,0,2,317280,317286,12.9062,
21866,317268,2,46,3,2,0,6,0,0,2,317276,317282,7.96875,
21867,317306,1,50,3,1,0,6,0,0,2,317313,317317,7.03125,
21868,317309,2,50,3,2,0,6,0,0,2,317320,317326,10.375,
21869,317316,3,51,3,2,0,6,1,0,2,317327,317331,10.9688,
21870,317327,2,52,3,2,0,6,0,0,2,317337,317342,10.0312,
21871,317333,2,53,3,2,0,6,0,0,2,317345,317349,12.1562,
21872,317342,2,54,3,2,0,6,0,0,2,317354,317359,11.9062,
21873,317344,3,54,3,3,0,6,0,0,2,317358,317364,14.5,
21874,317344,4,54,3,4,0,6,0,0,2,317353,317358,9.09375,
21875,317356,4,55,3,1,0,6,3,1,2,317364,317369,8.25,
21876,317357,5,55,3,2,0,6,3,1,2,317367,317370,9.84375,
21877,317373,1,57,3,1,0,6,0,0,2,317381,317387,8.25,
21878,317390,1,59,3,1,0,6,0,0,2,317399,317405,8.78125,
21879,317391,2,59,3,2,0,6,0,0,2,317401,317407,9.84375,
21880,317395,3,59,3,3,0,6,0,0,2,317406,317411,11.125,
21881,317398,4,59,3,4,0,6,0,0,2,317409,317413,11.125,
21882,317405,4,60,3,3,0,6,1,0,3,317413,317417,7.84375,
21883,317411,4,61,3,2,0,6,2,0,3,317420,317422,8.6875,
21884,317428,1,62,3,1,0,6,0,0,4,317438,317444,9.59375,
21885,317444,2,64,3,1,0,9,1,0,4,317454,317459,10.7812,
21886,317458,2,65,3,1,0,9,1,0,4,317469,317473,11.2812,
21887,317460,2,65,3,2,0,9,0,0,4,317471,317475,11.0625,
21888,317464,3,66,3,3,0,9,0,0,4,317474,317478,9.875,
21889,317478,2,67,3,1,0,9,1,0,4,317489,317495,10.9375,
21890,317482,2,68,3,2,0,9,0,0,4,317492,317497,9.34375,
21891,317491,3,69,3,2,0,9,1,0,4,317500,317506,9.125,
21892,317493,4,69,3,2,0,9,2,0,4,317503,317509,9.4375,
21893,317504,3,70,3,1,0,9,2,0,4,317516,317520,11.75,
21894,317513,2,71,3,2,0,9,0,0,4,317522,317526,9.3125,
21895,317516,3,71,3,3,0,9,0,0,4,317527,317533,11.75,
21896,317522,3,72,3,3,0,9,0,0,4,317534,317539,12.7812,
21897,317525,4,72,3,3,0,9,1,0,4,317535,317540,9.8125,
21898,317538,3,73,3,1,0,9,2,0,4,317549,317556,10.6875,
21899,317556,1,75,3,1,0,9,0,0,4,317568,317574,12.0312,
21900,317563,2,76,3,2,0,9,0,0,4,317571,317577,8.625,
21901,317565,3,76,3,3,0,9,0,0,4,317575,317577,10.4375,
21902,317585,1,78,3,1,0,9,0,0,4,317597,317600,11.5312,
21903,317586,2,78,3,2,0,9,0,0,4,317596,317601,9.84375,
21904,317608,1,80,3,1,0,9,0,0,4,317617,317622,9.21875,
21905,317611,2,81,3,2,0,9,0,0,4,317621,317627,9.8125,
21906,317637,1,83,3,1,0,9,0,0,4,317647,317653,10.375,
21907,317675,1,87,3,1,0,9,0,0,5,317688,317693,13.6562,
21908,317676,2,87,3,2,0,9,0,0,5,317688,317699,11.8438,
21909,317689,3,88,3,1,0,9,2,0,5,317699,317704,9.65625,
21910,317700,2,89,3,1,0,9,1,0,5,317711,317715,10.9688,
21911,317702,3,90,3,2,0,9,1,0,5,317712,317716,9.5625,
21912,317723,1,92,3,1,0,9,0,0,5,317736,317742,13.3438,
21913,317761,1,96,3,1,0,9,0,0,5,317771,317776,9.8125,
21914,317766,2,96,3,2,0,9,0,0,5,317774,317779,8.1875,
21915,317769,3,96,3,3,0,9,0,0,5,317782,317788,12.9062,
21916,317781,2,98,3,2,0,9,0,0,5,317791,317796,9.71875,
21917,317794,2,99,3,1,0,9,1,0,5,317804,317809,10.0938,
21918,317799,2,99,3,2,0,9,0,0,5,317811,317817,11.5312,
21919,317803,3,100,3,3,0,9,0,0,5,317815,317820,12.5938,
21920,317808,4,100,3,3,0,9,1,0,5,317817,317823,9.21875,
21921,317826,1,102,3,1,0,9,0,0,5,317836,317842,10.375,
21922,317840,2,103,3,1,0,9,1,0,5,317853,317859,13.5,
21923,317893,1,109,3,1,0,9,0,0,5,317902,317908,9.5625,
21924,317895,2,109,3,2,0,9,0,0,5,317904,317909,9.5,
21925,317914,1,111,3,1,0,9,0,0,4,317924,317928,9.78125,
21926,317921,2,112,3,2,0,9,0,0,4,317934,317940,13.3438,
21927,317922,3,112,3,3,0,9,0,0,4,317931,317937,8.6875,
21928,317944,1,114,3,1,0,9,0,0,4,317956,317962,12.0312,
21929,317960,2,115,3,1,0,9,1,0,4,317969,317973,9.0625,
21930,317963,2,116,3,2,0,9,0,0,4,317971,317978,8.5625,
21931,318008,1,120,3,1,0,9,0,0,3,318018,318022,9.8125,
21932,318017,2,121,3,2,0,9,0,0,3,318027,318031,9.71875,
21933,318030,2,122,3,1,0,9,1,0,3,318039,318043,9.84375,
21934,318048,1,124,3,1,0,9,0,0,3,318060,318063,12.25,
21935,318048,2,124,3,2,0,9,0,0,3,318058,318063,10.125,
21936,318064,1,126,3,1,0,9,0,0,3,318073,318079,9.5625,
21937,318065,2,126,3,2,0,9,0,0,3,318075,318079,9.4375,
21938,318088,1,128,3,1,0,9,0,0,3,318099,318104,11.4062,
21939,318102,2,130,3,1,0,9,1,0,3,318113,318118,11.4062,
21940,318142,1,134,3,1,0,9,0,0,3,318152,318158,9.75,
21941,318147,2,134,3,2,0,9,0,0,3,318156,318162,8.5,
21942,318153,3,135,3,2,0,8,1,0,3,318163,318166,9.4375,
21943,318200,1,139,3,1,0,8,0,0,3,318211,318214,10.9062,
21944,318378,1,13,4,1,0,5,0,0,1,318387,318392,9.09375,
21945,318401,1,16,4,1,0,5,0,0,1,318411,318417,10.9375,
21946,318437,1,19,4,1,0,5,0,0,1,318448,318454,11.5312,
21947,318447,2,20,4,2,0,5,0,0,1,318456,318462,9.375,
21948,318467,1,22,4,1,0,5,0,0,1,318479,318483,11.9375,
21949,318616,1,37,4,1,0,5,0,0,1,318624,318630,8.1875,
21950,318616,2,37,4,2,0,5,0,0,1,318630,318633,13.4375,
21951,318624,3,38,4,3,0,5,0,0,1,318643,318646,19,
21952,318629,4,38,4,2,0,5,2,1,1,318639,318643,10.5,
21953,318641,3,40,4,1,0,5,2,1,1,318652,318657,10.4375,
21954,318646,3,40,4,2,0,5,1,0,1,318657,318661,10.9688,
21955,318709,1,46,4,1,0,6,0,0,2,318720,318725,11.0312,
21956,318730,1,49,4,1,0,6,0,0,2,318741,318748,11.0625,
21957,318739,2,49,4,2,0,6,0,0,2,318748,318752,9.40625,
21958,318753,1,51,4,1,0,6,0,0,2,318764,318770,10.9688,
21959,318759,2,51,4,2,0,6,0,0,2,318768,318774,8.84375,
21960,318780,1,53,4,1,0,6,0,0,2,318788,318792,8.1875,
21961,318781,2,54,4,2,0,6,0,0,2,318791,318794,9.5625,
21962,318785,3,54,4,3,0,6,0,0,2,318796,318807,11.125,
21963,318788,4,54,4,4,0,6,0,0,2,318797,318802,9.78125,
21964,318794,4,55,4,3,0,6,1,0,2,318804,318809,9.71875,
21965,318798,4,55,4,2,0,6,2,0,2,318807,318813,9.71875,
21966,318804,4,56,4,2,0,6,2,0,2,318814,318821,10.0312,
21967,318811,3,57,4,2,0,6,1,0,2,318819,318825,7.625,
21968,318820,3,58,4,1,0,6,2,0,2,318829,318834,8.46875,
21969,318825,2,58,4,2,0,6,0,0,2,318834,318840,9.65625,
21970,318828,3,58,4,3,0,6,0,0,2,318837,318844,9.21875,
21971,318829,4,58,4,3,0,6,1,0,2,318840,318844,10.9375,
21972,318860,1,62,4,1,0,6,0,0,4,318871,318875,11.0312,
21973,318870,2,62,4,2,0,6,0,0,4,318881,318888,11.3125,
21974,318870,3,63,4,3,0,9,0,0,4,318880,318886,9.21875,
21975,318884,3,64,4,1,0,9,2,0,4,318895,318899,10.9062,
21976,318887,3,64,4,2,0,9,1,0,4,318896,318900,9.09375,
21977,318919,1,67,4,1,0,9,0,0,4,318927,318931,8.125,
21978,318939,1,69,4,1,0,9,0,0,4,318950,318954,10.9375,
21979,318953,2,71,4,1,0,9,1,0,4,318963,318968,9.5625,
21980,318954,3,71,4,2,0,9,1,0,4,318967,318971,12.7812,
21981,318954,3,71,4,3,0,9,0,0,4,318965,318970,10.9062,
21982,318971,2,73,4,1,0,9,1,0,4,318983,318989,12.25,
21983,318995,1,75,4,1,0,9,0,0,4,319004,319009,9.4375,
21984,319012,1,77,4,1,0,9,0,0,4,319023,319029,10.5,
21985,319012,2,77,4,2,0,9,0,0,4,319023,319026,10.75,
21986,319017,3,77,4,3,0,9,0,0,4,319027,319032,10.75,
21987,319022,4,78,4,4,0,9,0,0,4,319031,319035,9.09375,
21988,319029,4,78,4,2,0,9,2,0,4,319039,319045,10.5625,
21989,319051,1,81,4,1,0,9,0,0,4,319062,319067,11.125,
21990,319066,2,82,4,1,0,9,1,0,4,319078,319081,11.875,
21991,319081,2,84,4,1,0,9,1,0,4,319092,319098,11.3125,
21992,319095,2,85,4,1,0,9,1,0,4,319108,319114,12.7812,
21993,319098,2,85,4,2,0,9,0,0,4,319109,319112,11.0938,
21994,319101,3,86,4,3,0,9,0,0,4,319112,319116,11.125,
21995,319114,3,87,4,1,0,9,2,0,5,319125,319130,11.125,
21996,319131,1,89,4,1,0,9,0,0,5,319141,319146,9.53125,
